rank,package,version,trustScore,confidence
637,@commitlint/lint,21.2.0,77.35,95
638,react-docgen,8.0.3,77.34,95
639,@typescript-eslint/visitor-keys,8.65.0,77.32,95
640,@typescript-eslint/types,8.65.0,77.32,95
641,@typescript-eslint/utils,8.65.0,77.32,95
642,prisma,7.9.0,77.32,95
643,object.pick,1.3.0,77.32,95
644,buffer-xor,2.0.2,77.32,95
645,playwright,1.62.0,77.27,95
646,react-modal,3.16.3,77.25,95
647,ts-node-dev,2.0.0,77.25,95
648,@commitlint/read,21.2.1,77.24,95
649,dompurify,3.4.12,77.2,95
650,websocket-driver,0.7.5,77.2,95
651,p-retry,8.0.0,77.16,95
652,expo-font,57.0.1,77.15,95
653,node-plop,0.32.3,77.14,95
654,csv,6.6.1,77.07,95
655,expo-constants,57.0.7,77.05,95
656,camelcase,9.0.0,77.02,95
657,unist-util-visit,5.1.0,77.02,95
658,pg-connection-string,2.14.0,77.01,95
659,react-hook-form,7.83.0,77.01,95
660,dataloader,2.2.3,77,95
661,fastest-levenshtein,1.0.16,77,95
662,css-declaration-sorter,7.4.0,77,95
663,pumpify,2.0.1,76.95,95
664,@parcel/node-resolver-core,3.7.4,76.88,95
665,lodash._reinterpolate,3.0.0,76.81,95
666,encodeurl,2.0.0,76.75,95
667,string-width,8.2.2,76.74,95
668,webpack-bundle-analyzer,5.3.1,76.67,95
669,pretty-bytes,7.1.1,76.64,95
670,css-what,8.0.0,76.54,95
671,superagent,10.3.0,76.5,95
672,bytes,3.1.2,76.5,95
673,no-case,4.0.0,76.5,95
674,object-inspect,1.13.4,76.5,95
675,klona,2.0.6,76.5,95
676,word-wrap,1.2.5,76.5,95
677,p-cancelable,4.0.1,76.5,95
678,cli-table3,0.6.5,76.5,95
679,path-type,6.0.0,76.5,95
680,is-data-descriptor,2.1.3,76.5,95
681,sockjs-client,1.6.1,76.5,95
682,p-timeout,7.0.1,76.5,95
683,char-regex,2.0.2,76.5,95
684,swap-case,3.0.3,76.5,95
685,blueimp-md5,2.19.0,76.5,95
686,denque,2.1.0,76.5,95
687,gzip-size,7.0.0,76.5,95
688,react-flow-renderer,10.3.17,76.5,95
689,lazy-ass,2.0.3,76.5,95
690,@react-spring/shared,10.1.2,76.43,95
691,@react-spring/animated,10.1.2,76.43,95
692,@react-spring/core,10.1.2,76.43,95
693,@react-spring/web,10.1.2,76.43,95
694,@react-spring/three,10.1.2,76.43,95
695,@react-spring/native,10.1.2,76.43,95
696,@react-spring/konva,10.1.2,76.43,95
697,@react-spring/zdog,10.1.2,76.43,95
698,extend-shallow,3.0.2,76.42,95
699,indent-string,5.0.0,76.42,95
700,webpack-node-externals,3.0.0,76.42,95
701,@expo/config-types,57.0.2,76.4,95
702,@chakra-ui/react,3.36.1,76.34,95
703,@typescript-eslint/scope-manager,8.65.0,76.32,95
704,@typescript-eslint/type-utils,8.65.0,76.32,95
705,@typescript-eslint/typescript-estree,8.65.0,76.32,95
706,@typescript-eslint/parser,8.65.0,76.32,95
707,typedarray-to-buffer,4.0.0,76.3,95
708,@react-stately/utils,3.12.1,76.3,95
709,js-cookie,3.0.8,76.29,95
710,domhandler,6.0.1,76.29,95
711,bignumber.js,11.1.5,76.28,95
712,is-buffer,2.0.5,76.28,95
713,regenerate,1.4.2,76.28,95
714,ieee754,1.2.1,76.28,95
715,@opentelemetry/semantic-conventions,1.43.0,76.22,95
716,css-select,7.0.0,76.21,95
717,npm,12.0.1,76.21,95
718,resolve,1.22.12,76.19,95
719,diff,9.0.0,76.17,95
720,ws,8.21.1,76.16,95
721,cosmiconfig,9.0.2,76.16,95
722,@grpc/grpc-js,1.14.4,76.16,95
723,http-proxy-agent,9.1.0,76.15,95
724,unbzip2-stream,1.4.3,76.15,95
725,methods,1.1.2,76.09,95
726,marked,18.0.7,76.07,95
727,next-auth,4.24.15,76.07,95
728,create-require,1.1.1,76.05,95
729,react-syntax-highlighter,16.1.1,76.04,95
730,@ngtools/webpack,22.0.8,76.03,95
731,electron-to-chromium,1.5.396,76.03,95
732,tar,7.5.22,76.02,95
733,lodash.isinteger,4.0.4,76.01,95
734,react-draggable,4.7.0,76.01,95
735,@react-native-community/eslint-plugin,1.3.0,76,95
736,create-next-app,16.2.12,76,95
737,@material-ui/lab,4.0.0-alpha.61,76,80
738,chardet,2.2.0,75.99,95
739,lie,3.3.0,75.98,95
740,react-helmet-async,3.0.0,75.98,95
741,ava,8.0.1,75.95,95
742,decompress-response,10.0.0,75.91,95
743,react-native,0.86.0,75.89,95
744,basic-auth,2.0.1,75.89,95
745,xtend,4.0.2,75.88,95
746,delayed-stream,1.0.0,75.88,95
747,mime,4.1.0,75.83,95
748,memoize-one,6.0.0,75.75,95
749,split2,4.2.0,75.75,95
750,react-native-vector-icons,10.3.0,75.75,95
751,hash.js,1.1.7,75.7,95
752,strip-ansi,7.2.0,75.55,95
753,@sindresorhus/is,8.1.0,75.54,95
754,param-case,4.0.0,75.5,95
755,pascal-case,4.0.0,75.5,95
756,dot-case,4.0.0,75.5,95
757,destroy,1.2.0,75.5,95
758,snake-case,4.0.0,75.5,95
759,path-case,4.0.0,75.5,95
760,promise-polyfill,8.3.0,75.5,95
761,detect-newline,4.0.1,75.5,95
762,webpack-virtual-modules,0.6.2,75.5,95
763,sponge-case,2.0.3,75.5,95
764,clone-response,2.0.0,75.5,95
765,unist-util-stringify-position,4.0.0,75.5,95
766,pathval,2.0.1,75.5,95
767,escape-goat,4.0.0,75.42,95
768,ua-parser-js,2.0.10,75.4,95
769,webpack-manifest-plugin,6.0.1,75.39,95
770,case-sensitive-paths-webpack-plugin,2.4.0,75.37,95
771,err-code,3.0.1,75.36,95
772,enhanced-resolve,5.24.3,75.33,95
773,hoist-non-react-statics,3.3.2,75.3,95
774,bluebird,3.7.2,75.25,95
775,webpack,5.109.0,75.22,95
776,https-proxy-agent,9.1.0,75.15,95
777,pm2,7.0.3,75.12,95
778,babel-plugin-react-native-web,0.21.2,75.12,95
779,is-extglob,2.1.1,75.11,95
780,data-uri-to-buffer,8.0.0,75.09,95
781,@pmmmwh/react-refresh-webpack-plugin,0.6.2,75.06,95
782,@assemblyscript/loader,0.28.20,75.05,95
783,http-proxy-middleware,4.2.0,75.04,95
784,thunky,1.1.0,74.96,95
785,sass-loader,17.0.0,74.92,95
786,react-colorful,5.8.0,74.92,95
787,@react-native-community/cli,20.2.0,74.92,95
788,winston,3.19.0,74.91,95
789,less-loader,13.0.0,74.91,95
790,onetime,8.0.0,74.88,95
791,dlv,1.1.3,74.85,95
792,@fluentui/react,8.125.7,74.85,95
793,@graphql-tools/wrap,11.1.20,74.82,95
794,gaxios,7.3.0,74.78,95
795,requires-port,1.0.0,74.78,95
796,toidentifier,1.0.1,74.75,95
797,renderkid,3.0.0,74.75,95
798,ignore,7.0.6,74.71,95
799,neo-async,2.6.2,74.69,95
800,immediate,3.3.0,74.66,95
801,wrap-ansi,10.0.0,74.63,95
802,validate-npm-package-license,3.0.4,74.61,95
803,wait-on,9.1.0,74.56,95
804,flatted,3.4.3,74.55,95
805,asap,2.0.6,74.54,95
806,is-descriptor,3.1.2,74.53,95
807,universalify,2.0.1,74.5,95
808,is-stream,4.0.1,74.5,95
809,mimic-fn,5.0.0,74.5,95
810,capital-case,2.0.0,74.5,95
811,header-case,3.0.0,74.5,95
812,is-string,1.1.1,74.5,95
813,is-date-object,1.1.0,74.5,95
814,is-number-object,1.1.1,74.5,95
815,is-boolean-object,1.2.2,74.5,95
816,is-arguments,1.2.0,74.5,95
817,trough,2.2.0,74.5,95
818,unist-builder,4.0.0,74.5,95
819,@nestjs/platform-socket.io,11.1.28,74.49,95
820,has-value,2.0.2,74.48,95
821,chai,6.2.2,74.45,95
822,has-values,2.0.1,74.45,95
823,jsdom,29.1.1,74.44,95
824,emoji-regex,10.6.0,74.41,95
825,unist-util-is,6.0.1,74.37,95
826,react-error-boundary,6.1.2,74.35,95
827,framer-motion,12.42.2,74.35,95
828,puppeteer,25.3.0,74.34,95
829,lodash.template,4.18.1,74.33,95
830,fast-memoize,2.5.2,74.33,95
831,@typescript-eslint/eslint-plugin,8.65.0,74.32,95
832,@react-aria/utils,3.34.1,74.3,95
833,@react-aria/interactions,3.28.1,74.3,95
834,react-content-loader,7.1.2,74.28,95
835,@sentry/node,10.68.0,74.27,95
836,@node-redis/client,1.0.6,74.25,95
837,firebase,12.16.0,74.23,95
838,decamelize,6.0.1,74.16,95
839,nodemon,3.1.14,74.13,95
840,react-dropzone,19.1.1,74.09,95
841,babel-preset-expo,57.0.4,74.05,95
842,css.escape,1.5.1,74.02,95
843,pg-protocol,1.15.0,74.01,95
844,@react-types/shared,3.36.0,74.01,95
845,external-editor,3.1.0,73.88,95
846,untildify,6.0.0,73.87,95
847,node-gyp,13.0.1,73.82,95
848,fs-extra,11.4.0,73.78,95
849,warning,4.0.3,73.76,95
850,chownr,3.0.0,73.75,95
851,copy-webpack-plugin,14.0.0,73.74,95
852,compression-webpack-plugin,12.0.0,73.74,95
853,react-native-webview,14.0.1,73.73,95
854,map-obj,6.0.0,73.72,95
855,is-accessor-descriptor,3.0.6,73.68,95
856,nock,14.0.16,73.66,95
857,spdx-license-ids,3.0.23,73.63,95
858,import-fresh,4.0.0,73.57,95
859,split,1.0.1,73.56,95
860,formik,2.4.9,73.53,95
861,typedoc,0.28.20,73.53,95
862,pify,6.1.0,73.5,95
863,walker,1.0.8,73.5,95
864,import-local,3.2.0,73.5,95
865,is-regex,1.2.1,73.5,95
866,global-dirs,4.0.0,73.5,95
867,clean-webpack-plugin,4.0.0,73.5,95
868,@colors/colors,1.6.0,73.5,95
869,preact,10.29.7,73.49,95
870,@nestjs/platform-express,11.1.28,73.49,95
871,@nestjs/platform-fastify,11.1.28,73.49,95
872,nice-try,4.0.2,73.46,95
873,path-parse,1.0.7,73.45,95
874,strip-indent,4.1.1,73.42,95
875,discord.js,14.27.0,73.4,95
876,proxy-from-env,2.1.0,73.33,95
877,@cypress/request,4.0.1,73.3,95
878,domelementtype,3.0.0,73.29,95
879,object-visit,1.0.1,73.25,95
880,sequelize,6.37.8,73.17,95
881,min-indent,1.0.1,73.15,75
882,swiper,14.0.6,73.08,95
883,@grafana/e2e-selectors,13.1.1,73.06,95
884,@aws-sdk/credential-provider-node,3.972.72,73.02,95
885,@aws-sdk/credential-provider-sso,3.973.5,73.02,95
886,on-finished,2.4.1,73,95
887,@react-native/normalize-color,2.1.0,73,95
888,is-fullwidth-code-point,5.1.0,73,95
889,nan,2.28.0,72.92,95
890,c8,12.0.0,72.91,95
891,builtin-modules,5.3.0,72.88,95
892,arr-union,3.1.0,72.87,95
893,make-dir,5.1.0,72.86,95
894,lodash.frompairs,4.0.1,72.85,75
895,import-lazy,4.0.0,72.82,95
896,find-up,8.0.0,72.79,95
897,is-docker,4.0.0,72.79,95
898,connect-history-api-fallback,2.0.0,72.75,95
899,cli-truncate,6.1.1,72.73,95
900,@react-native/assets,1.0.0,72.7,75
901,commander,15.0.0,72.54,95
902,crypto-random-string,6.0.0,72.53,95
903,path-exists,5.0.0,72.5,95
904,is-plain-obj,4.1.0,72.5,95
905,deep-equal,2.2.3,72.5,95
906,strip-final-newline,4.0.0,72.5,95
907,is-symbol,1.1.1,72.5,95
908,is-weakref,1.1.1,72.5,95
909,rechoir,0.8.0,72.5,95
910,has-flag,5.0.1,72.49,95
911,axios,1.18.1,72.46,95
912,pg-pool,3.14.0,72.44,95
913,strip-bom,5.0.0,72.42,95
914,is-extendable,1.0.1,72.34,95
915,slice-ansi,9.0.0,72.29,95
916,color-support,1.1.3,72.26,95
917,@react-native/polyfills,2.0.0,72.25,75
918,node-releases,2.0.51,72.23,95
919,react-grid-layout,2.2.3,72.19,95
920,autoprefixer,10.5.4,72.13,95
921,ts-dedent,2.3.0,72.13,95
922,esbuild-wasm,0.28.1,72.1,95
923,stylelint,17.14.1,72.08,95
924,react-window,2.3.0,72.07,95
925,strict-uri-encode,2.0.0,72.06,95
926,string-length,7.0.1,72.04,95
927,@tootallnate/once,3.0.1,72.03,95
928,supports-color,10.2.2,71.89,95
929,setprototypeof,1.2.0,71.89,95
930,resolve-from,5.0.0,71.81,95
931,buffer-from,1.1.2,71.75,95
932,responselike,4.0.2,71.71,95
933,dom-serializer,3.1.1,71.66,95
934,type-detect,4.1.0,71.5,95
935,mimic-response,4.0.0,71.5,95
936,@nestjs/common,11.1.28,71.49,95
937,@nestjs/testing,11.1.28,71.49,95
938,@nestjs/microservices,11.1.28,71.49,95
939,@nestjs/websockets,11.1.28,71.49,95
940,file-type,22.0.1,71.47,95
941,functional-red-black-tree,1.0.1,71.45,95
942,ts-morph,28.0.0,71.43,95
943,sucrase,3.35.1,71.4,95
944,prr,1.0.1,71.39,95
945,@sentry/react,10.68.0,71.27,95
946,lru-cache,11.5.2,71.25,95
947,file-entry-cache,11.1.5,71.14,95
948,inherits,2.0.4,71.12,95
949,once,1.4.0,71.03,95
950,call-bind,1.0.9,70.97,95
951,unpipe,1.0.0,70.91,75
952,sweetalert2,11.26.25,70.87,95
953,p-try,3.0.0,70.5,95
954,shebang-regex,4.0.0,70.5,95
955,unbox-primitive,1.1.0,70.5,95
956,is-shared-array-buffer,1.0.4,70.5,95
957,get-symbol-description,1.1.0,70.5,95
958,is-generator-fn,3.0.0,70.5,95
959,to-readable-stream,4.0.0,70.5,95
960,bail,2.0.2,70.5,95
961,@nestjs/core,11.1.28,70.49,95
962,core-util-is,1.0.3,70.48,95
963,arrify,3.0.0,70.43,95
964,unique-string,3.0.0,70.41,95
965,setimmediate,1.0.5,70.29,95
966,msw,2.15.0,70.25,95
967,memfs,4.64.0,70.24,95
968,react-intersection-observer,10.1.0,70.21,95
969,side-channel,1.1.1,70.15,95
970,path-browserify,1.0.1,70.08,95
971,@grafana/data,13.1.1,70.06,95
972,at-least-node,1.0.0,70.06,75
973,google-auth-library,10.9.1,70.03,95
974,fs.realpath,1.0.0,69.97,75
975,shebang-command,2.0.0,69.93,95
976,resolve-cwd,3.0.0,69.83,95
977,use-debounce,10.1.1,69.62,95
978,is-generator-function,1.1.2,69.59,95
979,flux,4.0.4,69.5,95
980,supports-preserve-symlinks-flag,1.0.0,69.5,75
981,react-toastify,11.1.0,69.33,95
982,is-potential-custom-element-name,1.0.1,69.16,75
983,glob,13.0.6,69.14,95
984,react-i18next,17.0.11,69.04,95
985,filesize,11.0.22,68.98,95
986,get-stdin,10.0.0,68.84,95
987,cssesc,3.0.0,68.76,95
988,@google-cloud/storage,7.21.0,68.65,95
989,is-typedarray,1.0.0,68.64,75
990,camelcase-css,2.0.1,68.61,95
991,@xtuc/ieee754,1.2.0,68.59,75
992,dot-prop,10.2.0,68.56,95
993,call-me-maybe,1.0.2,68.5,95
994,sharp,0.35.3,68.34,95
995,file-uri-to-path,2.0.0,67.96,95
996,@grafana/ui,13.1.1,67.95,95
997,is-core-module,2.16.2,66.61,95
998,googleapis,173.0.0,66.55,95
999,react-use,17.6.1,65.87,95
1000,got,15.1.0,65.57,95
